	f4	f3	f2	f1	C	Intensity
0	7.12	50.88	116.43	14.64	173.341	540015200.0
1	7.12	50.88	116.43	15.39	173.341	500941600.0
2	7.12	50.88	117.176	14.64	173.341	579054850.0
3	7.12	50.88	117.176	15.39	173.341	505516960.0
4	7.12	51.285	115.68	14.64	173.341	684522800.0
5	7.12	51.285	115.68	15.39	173.341	630964700.0
6	7.12	51.285	116.43	13.89	173.341	563496960.0
7	7.12	51.285	116.43	14.64	173.341	1004601400.0
8	7.12	51.285	116.43	15.39	173.341	979389060.0
9	7.12	51.285	116.43	16.14	173.341	586329150.0
10	7.12	51.285	117.176	14.64	173.341	936364350.0
11	7.12	51.285	117.176	15.39	173.341	860225000.0
12	7.12	51.285	117.176	16.14	173.341	515739000.0
13	7.12	51.285	117.93	14.64	173.341	517130530.0
14	7.12	51.285	117.93	15.39	173.341	642152900.0
15	7.12	51.68	115.68	14.64	173.341	778596740.0
16	7.12	51.68	115.68	15.39	173.341	760548800.0
17	7.12	51.68	116.43	13.89	173.341	539210940.0
18	7.12	51.68	116.43	14.64	173.341	1059229900.0
19	7.12	51.68	116.43	15.39	173.341	1011247700.0
20	7.12	51.68	116.43	16.14	173.341	626507100.0
21	7.12	51.68	117.176	13.89	173.341	478735800.0
22	7.12	51.68	117.176	14.64	173.341	929917800.0
23	7.12	51.68	117.176	15.39	173.341	800476740.0
24	7.12	51.68	117.176	16.14	173.341	576545860.0
25	7.12	51.68	117.93	14.64	173.341	472948580.0
26	7.12	51.68	117.93	15.39	173.341	568100500.0
27	7.12	52.08	115.68	14.64	173.341	502122700.0
28	7.12	52.08	115.68	15.39	173.341	523627840.0
29	7.12	52.08	116.43	14.64	173.341	642143550.0
30	7.12	52.08	116.43	15.39	173.341	603663400.0
31	7.12	52.08	117.176	14.64	173.341	604271700.0
32	7.12	52.08	117.176	15.39	173.341	480517500.0
33	7.524	50.08	117.176	14.64	173.341	511799070.0
34	7.524	50.48	115.68	14.64	173.341	528673400.0
35	7.524	50.48	116.43	14.64	173.341	783998140.0
36	7.524	50.48	116.43	15.39	173.341	564804800.0
37	7.524	50.48	117.176	13.89	173.341	558698400.0
38	7.524	50.48	117.176	14.64	173.341	905463740.0
39	7.524	50.48	117.176	15.39	173.341	610191000.0
40	7.524	50.48	117.93	14.64	173.341	554867200.0
41	7.524	50.48	117.93	15.39	173.341	523664200.0
42	7.524	50.88	114.93	14.64	173.341	594379840.0
43	7.524	50.88	115.68	13.89	173.341	520259000.0
44	7.524	50.88	115.68	14.64	173.341	890052030.0
45	7.524	50.88	115.68	15.39	173.341	647891000.0
46	7.524	50.88	116.43	13.14	173.341	636114750.0
47	7.524	50.88	116.43	13.89	173.341	892348160.0
48	7.524	50.88	116.43	14.64	173.341	1594762000.0
49	7.524	50.88	116.43	15.39	173.341	1221556600.0
50	7.524	50.88	116.43	16.14	173.341	586338050.0
51	7.524	50.88	117.176	13.14	173.341	841904900.0
52	7.524	50.88	117.176	13.89	173.341	1183093900.0
53	7.524	50.88	117.176	14.64	173.341	2142426600.0
54	7.524	50.88	117.176	15.39	173.341	1645129300.0
55	7.524	50.88	117.176	16.14	173.341	792765400.0
56	7.524	50.88	117.93	13.14	173.341	950978300.0
57	7.524	50.88	117.93	13.89	173.341	1023361100.0
58	7.524	50.88	117.93	14.64	173.341	1709536500.0
59	7.524	50.88	117.93	15.39	173.341	1535183500.0
60	7.524	50.88	117.93	16.14	173.341	983216300.0
61	7.524	50.88	118.68	13.14	173.341	578801660.0
62	7.524	50.88	118.68	13.89	173.341	506001150.0
63	7.524	50.88	118.68	14.64	173.341	848821250.0
64	7.524	50.88	118.68	15.39	173.341	829451260.0
65	7.524	50.88	118.68	16.14	173.341	560571970.0
66	7.524	51.285	114.93	14.64	173.341	596331970.0
67	7.524	51.285	114.93	15.39	173.341	474848030.0
68	7.524	51.285	115.68	13.89	173.341	584680000.0
69	7.524	51.285	115.68	14.64	173.341	982691800.0
70	7.524	51.285	115.68	15.39	173.341	844068740.0
71	7.524	51.285	116.43	13.14	173.341	763254800.0
72	7.524	51.285	116.43	13.89	173.341	1113964500.0
73	7.524	51.285	116.43	14.64	173.341	2110514400.0
74	7.524	51.285	116.43	15.39	173.341	1929112800.0
75	7.524	51.285	116.43	16.14	173.341	975598900.0
