	f4	f3	f2	f1	C	Intensity
0	7.21	50.96	122.56	22.75	173.933	606618880.0
1	7.21	51.36	122.56	22.0	173.933	691211904.0
2	7.21	51.36	122.56	22.75	173.933	950960576.0
3	7.21	51.36	123.31	22.75	173.933	759084736.0
4	7.61	50.56	122.56	22.75	173.933	529767168.0
5	7.61	50.56	123.31	22.75	173.933	543161280.0
6	7.61	50.96	122.56	22.0	173.933	786350592.0
7	7.61	50.96	122.56	22.75	173.933	1065534400.0
8	7.61	50.96	123.31	22.0	173.933	769759872.0
9	7.61	50.96	123.31	22.75	173.933	991379328.0
10	7.61	50.96	124.06	22.0	173.933	580151808.0
11	7.61	50.96	124.06	22.75	173.933	706702528.0
12	7.61	51.36	122.56	20.5	173.933	591729792.0
13	7.61	51.36	122.56	21.25	173.933	974894528.0
14	7.61	51.36	122.56	22.0	173.933	1702570880.0
15	7.61	51.36	122.56	22.75	173.933	2121104896.0
16	7.61	51.36	123.31	21.25	173.933	804637376.0
17	7.61	51.36	123.31	22.0	173.933	1434908928.0
18	7.61	51.36	123.31	22.75	173.933	1956277632.0
19	7.61	51.36	124.06	22.0	173.933	786304576.0
20	7.61	51.36	124.06	22.75	173.933	1061348928.0
21	8.01	49.36	123.31	21.25	173.933	560499200.0
22	8.01	49.36	124.06	21.25	173.933	644581952.0
23	8.01	49.36	124.06	22.0	173.933	530219648.0
24	8.01	49.36	124.806	21.25	173.933	523271424.0
25	8.01	49.76	122.56	21.25	173.933	633913920.0
26	8.01	49.76	122.56	22.0	173.933	634963776.0
27	8.01	49.76	122.56	22.75	173.933	595049920.0
28	8.01	49.76	123.31	21.25	173.933	1009342016.0
29	8.01	49.76	123.31	22.0	173.933	968746176.0
30	8.01	49.76	123.31	22.75	173.933	802517888.0
31	8.01	49.76	124.06	20.5	173.933	525564320.0
32	8.01	49.76	124.06	21.25	173.933	1201071616.0
33	8.01	49.76	124.06	22.0	173.933	1199341312.0
34	8.01	49.76	124.06	22.75	173.933	664888320.0
35	8.01	49.76	124.806	21.25	173.933	1019119552.0
36	8.01	49.76	124.806	22.0	173.933	1044766016.0
37	8.01	49.76	124.806	22.75	173.933	600153280.0
38	8.01	49.76	125.56	21.25	173.933	842050560.0
39	8.01	49.76	125.56	22.0	173.933	738921920.0
40	8.01	49.76	126.31	21.25	173.933	580362560.0
41	8.01	50.163999999999994	122.56	21.25	173.933	920503488.0
42	8.01	50.163999999999994	122.56	22.0	173.933	854819392.0
43	8.01	50.163999999999994	122.56	22.75	173.933	967184704.0
44	8.01	50.163999999999994	123.31	20.5	173.933	648575744.0
45	8.01	50.163999999999994	123.31	21.25	173.933	1381796352.0
46	8.01	50.163999999999994	123.31	22.0	173.933	1306797824.0
47	8.01	50.163999999999994	123.31	22.75	173.933	1260450176.0
48	8.01	50.163999999999994	124.06	20.5	173.933	765034688.0
49	8.01	50.163999999999994	124.06	21.25	173.933	1634605824.0
50	8.01	50.163999999999994	124.06	22.0	173.933	1699981312.0
51	8.01	50.163999999999994	124.06	22.75	173.933	1231324928.0
52	8.01	50.163999999999994	124.806	20.5	173.933	761856128.0
53	8.01	50.163999999999994	124.806	21.25	173.933	1478249600.0
54	8.01	50.163999999999994	124.806	22.0	173.933	1430429568.0
55	8.01	50.163999999999994	124.806	22.75	173.933	1076824704.0
56	8.01	50.163999999999994	125.56	20.5	173.933	642713664.0
57	8.01	50.163999999999994	125.56	21.25	173.933	1233751424.0
58	8.01	50.163999999999994	125.56	22.0	173.933	1066172736.0
59	8.01	50.163999999999994	125.56	22.75	173.933	838758592.0
60	8.01	50.163999999999994	126.31	20.5	173.933	512011904.0
61	8.01	50.163999999999994	126.31	21.25	173.933	990962496.0
62	8.01	50.163999999999994	126.31	22.0	173.933	690629440.0
63	8.01	50.56	122.56	20.5	173.933	667375168.0
64	8.01	50.56	122.56	21.25	173.933	905264192.0
65	8.01	50.56	122.56	22.0	173.933	913252544.0
66	8.01	50.56	122.56	22.75	173.933	981572224.0
67	8.01	50.56	123.31	20.5	173.933	835408128.0
68	8.01	50.56	123.31	21.25	173.933	1227285248.0
69	8.01	50.56	123.31	22.0	173.933	1342964480.0
70	8.01	50.56	123.31	22.75	173.933	1360658048.0
71	8.01	50.56	123.31	23.5	173.933	632513728.0
72	8.01	50.56	124.06	20.5	173.933	918967040.0
73	8.01	50.56	124.06	21.25	173.933	1534411264.0
74	8.01	50.56	124.06	22.0	173.933	1815564032.0
75	8.01	50.56	124.06	22.75	173.933	1652254464.0
76	8.01	50.56	124.06	23.5	173.933	569906688.0
77	8.01	50.56	124.806	20.5	173.933	901694336.0
78	8.01	50.56	124.806	21.25	173.933	1500665984.0
79	8.01	50.56	124.806	22.0	173.933	1517197056.0
80	8.01	50.56	124.806	22.75	173.933	1312873728.0
81	8.01	50.56	125.56	20.5	173.933	886381056.0
82	8.01	50.56	125.56	21.25	173.933	1153789312.0
83	8.01	50.56	125.56	22.0	173.933	1106888576.0
84	8.01	50.56	125.56	22.75	173.933	889727680.0
85	8.01	50.56	126.31	20.5	173.933	609261248.0
86	8.01	50.56	126.31	21.25	173.933	906276544.0
87	8.01	50.56	126.31	22.0	173.933	656259456.0
88	8.01	50.56	127.06	21.25	173.933	544749632.0
89	8.01	50.96	122.56	20.5	173.933	658446400.0
90	8.01	50.96	122.56	21.25	173.933	693400192.0
91	8.01	50.96	122.56	22.0	173.933	824518272.0
92	8.01	50.96	122.56	22.75	173.933	799137536.0
93	8.01	50.96	123.31	20.5	173.933	752211712.0
94	8.01	50.96	123.31	21.25	173.933	825995904.0
95	8.01	50.96	123.31	22.0	173.933	1146902528.0
96	8.01	50.96	123.31	22.75	173.933	1090860160.0
97	8.01	50.96	124.06	20.5	173.933	787350656.0
98	8.01	50.96	124.06	21.25	173.933	1011568576.0
99	8.01	50.96	124.06	22.0	173.933	1476842624.0
100	8.01	50.96	124.06	22.75	173.933	1369323520.0
101	8.01	50.96	124.806	20.5	173.933	742105792.0
102	8.01	50.96	124.806	21.25	173.933	1025015680.0
103	8.01	50.96	124.806	22.0	173.933	1158084992.0
104	8.01	50.96	124.806	22.75	173.933	919302528.0
105	8.01	50.96	125.56	20.5	173.933	808221376.0
106	8.01	50.96	125.56	21.25	173.933	791445952.0
107	8.01	50.96	125.56	22.0	173.933	896752960.0
108	8.01	50.96	125.56	22.75	173.933	549265856.0
109	8.01	50.96	126.31	21.25	173.933	566945664.0
110	8.01	51.36	122.56	21.25	173.933	544554496.0
111	8.01	51.36	122.56	22.0	173.933	698578176.0
112	8.01	51.36	122.56	22.75	173.933	626493760.0
113	8.01	51.36	123.31	20.5	173.933	518327680.0
114	8.01	51.36	123.31	21.25	173.933	574363136.0
115	8.01	51.36	123.31	22.0	173.933	809444864.0
116	8.01	51.36	123.31	22.75	173.933	711761344.0
117	8.01	51.36	124.06	20.5	173.933	513620672.0
118	8.01	51.36	124.06	21.25	173.933	566842496.0
119	8.01	51.36	124.06	22.0	173.933	864632768.0
120	8.01	51.36	124.06	22.75	173.933	729272384.0
121	8.01	51.36	124.806	20.5	173.933	511440864.0
122	8.01	51.36	124.806	21.25	173.933	560201408.0
123	8.01	51.36	124.806	22.0	173.933	586034880.0
124	8.01	51.36	125.56	20.5	173.933	572800576.0
125	8.01	51.36	125.56	21.25	173.933	536987392.0
126	8.01	51.36	125.56	22.0	173.933	559553408.0
127	8.408	48.96	124.06	21.25	173.933	549172096.0
128	8.408	48.96	124.806	21.25	173.933	622469568.0
129	8.408	49.36	122.56	20.5	173.933	587795776.0
