	f4	f3	f2	f1	C	Intensity
0	7.67	55.108000000000004	116.881	63.958	173.144	954923968.0
1	7.67	55.51	114.63	63.958	173.144	808973120.0
2	7.67	55.51	114.63	64.71	173.144	888028608.0
3	7.67	55.51	115.38	63.958	173.144	1052010112.0
4	7.67	55.51	115.38	64.71	173.144	919743616.0
5	7.67	55.51	116.13	63.958	173.144	1064752448.0
6	7.67	55.51	116.13	64.71	173.144	919114240.0
7	7.67	55.51	116.881	63.21	173.144	835064704.0
8	7.67	55.51	116.881	63.958	173.144	1255095424.0
9	7.67	55.51	116.881	64.71	173.144	822740864.0
10	7.67	55.51	117.63	63.958	173.144	1066306560.0
11	7.67	55.91	115.38	63.958	173.144	883567360.0
12	7.67	55.91	115.38	64.71	173.144	817411712.0
13	7.67	55.91	116.13	63.958	173.144	1037663488.0
14	7.67	55.91	116.13	64.71	173.144	902613504.0
15	7.67	55.91	116.881	63.21	173.144	999760000.0
16	7.67	55.91	116.881	63.958	173.144	1331066624.0
17	7.67	55.91	116.881	64.71	173.144	1010262784.0
18	7.67	55.91	117.63	63.21	173.144	926961792.0
19	7.67	55.91	117.63	63.958	173.144	1172289664.0
20	7.67	55.91	117.63	64.71	173.144	919914688.0
21	7.67	55.91	118.38	63.958	173.144	860681216.0
22	7.67	56.31	116.881	63.958	173.144	878043008.0
23	7.67	56.31	116.881	64.71	173.144	930507392.0
24	7.67	56.31	117.63	64.71	173.144	817602176.0
25	8.07	54.31	114.63	64.71	173.144	804606080.0
26	8.07	54.71	114.63	63.958	173.144	1067265344.0
27	8.07	54.71	114.63	64.71	173.144	1287242496.0
28	8.07	54.71	115.38	63.958	173.144	1208618624.0
29	8.07	54.71	115.38	64.71	173.144	1210952448.0
30	8.07	54.71	116.13	63.21	173.144	808220672.0
31	8.07	54.71	116.13	63.958	173.144	1308170240.0
32	8.07	54.71	116.13	64.71	173.144	1258250240.0
33	8.07	54.71	116.881	63.958	173.144	1261515904.0
34	8.07	54.71	116.881	64.71	173.144	1316191104.0
35	8.07	54.71	117.63	63.21	173.144	809352896.0
36	8.07	54.71	117.63	63.958	173.144	1157581056.0
37	8.07	54.71	117.63	64.71	173.144	1178250112.0
38	8.07	54.71	118.38	63.958	173.144	1064990208.0
39	8.07	54.71	118.38	64.71	173.144	1052201152.0
40	8.07	55.108000000000004	114.63	63.958	173.144	1281874944.0
41	8.07	55.108000000000004	114.63	64.71	173.144	1497467392.0
42	8.07	55.108000000000004	114.63	65.46	173.144	862314560.0
43	8.07	55.108000000000004	115.38	62.46	173.144	800603200.0
44	8.07	55.108000000000004	115.38	63.21	173.144	995500736.0
45	8.07	55.108000000000004	115.38	63.958	173.144	1608239488.0
46	8.07	55.108000000000004	115.38	64.71	173.144	1515343104.0
47	8.07	55.108000000000004	116.13	63.21	173.144	1249529856.0
48	8.07	55.108000000000004	116.13	63.958	173.144	1961961600.0
49	8.07	55.108000000000004	116.13	64.71	173.144	1702480256.0
50	8.07	55.108000000000004	116.881	63.21	173.144	1170256384.0
51	8.07	55.108000000000004	116.881	63.958	173.144	1797896448.0
52	8.07	55.108000000000004	116.881	64.71	173.144	1707741056.0
53	8.07	55.108000000000004	117.63	63.21	173.144	1182610048.0
54	8.07	55.108000000000004	117.63	63.958	173.144	1539370240.0
55	8.07	55.108000000000004	117.63	64.71	173.144	1448402304.0
56	8.07	55.108000000000004	118.38	63.21	173.144	849771392.0
57	8.07	55.108000000000004	118.38	63.958	173.144	1231244288.0
58	8.07	55.108000000000004	118.38	64.71	173.144	1214272384.0
59	8.07	55.108000000000004	119.13	63.958	173.144	875333376.0
60	8.07	55.108000000000004	119.13	64.71	173.144	846983872.0
61	8.07	55.51	114.63	63.21	173.144	842043584.0
62	8.07	55.51	114.63	63.958	173.144	1490647680.0
63	8.07	55.51	114.63	64.71	173.144	1668737920.0
64	8.07	55.51	114.63	65.46	173.144	1084450816.0
65	8.07	55.51	115.38	63.21	173.144	1099077248.0
66	8.07	55.51	115.38	63.958	173.144	1885312128.0
67	8.07	55.51	115.38	64.71	173.144	1759627904.0
68	8.07	55.51	115.38	65.46	173.144	1040822400.0
69	8.07	55.51	116.13	63.21	173.144	1449695488.0
70	8.07	55.51	116.13	63.958	173.144	2362738688.0
71	8.07	55.51	116.13	64.71	173.144	2149685248.0
72	8.07	55.51	116.13	65.46	173.144	1042340800.0
73	8.07	55.51	116.881	62.46	173.144	825686528.0
74	8.07	55.51	116.881	63.21	173.144	1880881920.0
75	8.07	55.51	116.881	63.958	173.144	2379528448.0
76	8.07	55.51	116.881	64.71	173.144	2287305472.0
77	8.07	55.51	116.881	65.46	173.144	1133325440.0
78	8.07	55.51	117.63	62.46	173.144	1321230080.0
79	8.07	55.51	117.63	63.21	173.144	2378872064.0
80	8.07	55.51	117.63	63.958	173.144	2461906176.0
81	8.07	55.51	117.63	64.71	173.144	2242975232.0
82	8.07	55.51	117.63	65.46	173.144	1207345024.0
83	8.07	55.51	118.38	62.46	173.144	1189324544.0
84	8.07	55.51	118.38	63.21	173.144	1736645504.0
85	8.07	55.51	118.38	63.958	173.144	1872848384.0
86	8.07	55.51	118.38	64.71	173.144	1718236032.0
87	8.07	55.51	118.38	65.46	173.144	1154204800.0
88	8.07	55.51	119.13	63.21	173.144	811961856.0
89	8.07	55.51	119.13	63.958	173.144	1182430848.0
90	8.07	55.51	119.13	64.71	173.144	1305766784.0
91	8.07	55.91	114.63	63.21	173.144	867740096.0
92	8.07	55.91	114.63	63.958	173.144	1373947776.0
93	8.07	55.91	114.63	64.71	173.144	1604301952.0
94	8.07	55.91	114.63	65.46	173.144	1159234816.0
95	8.07	55.91	115.38	63.21	173.144	1067342144.0
